,sentiment,text
3937,anger,related ir's been discouraging to hear so many people say they will judge current efforts to prevent coronavirus deaths by irrational criteria (eg if a lot of people do not die that means we did too much to prevent people dying)
706,sad,have not seen my sister for 2 months that is enough corona loudly_crying_face loudly_crying_face
3011,joy,thank you so much ji for this honour and appreciation it gives us more encouragement to work hard _warrior twitter com/nmzr0om2rx
3589,anger,uncalled for hysteria via
4151,fear,i'm not afraid of the corona virus i'm afraid of all the people afraid of the corona virus taking all the ass wipe (and lysol) pic twitter com/mooubwknds
1577,sad,please add dd shillong in your dish also i need it so bad during this lockdown please i'm begging you if you do not add now i'll change my dish tv after the lockdown is over
3080,sad,i feel no pity on myself thought i acept my condolences for the passing away of ur father mother sister's and brother's do to the inability of ur visionless gvt to provide for them on the covid 19 lockdown
2951,sad,live on the uk government's failure to act early on in the pandemic has damaged the aviation sector and they are shying away from the realities of future air travel amid covid19 pic twitter com/vt8i6azfpn
3924,anger,i've figured out how to wipe out the all you need to do is just turn off your tv for the next 72 hours go out and have some fun with family and friends for a couple days then in 3 days turn on you will see what shit their reports are
4147,fear,this rough sleepers and drug users not getting coronavirus advice
3927,anger,bbc news coronavirus germany tightens curbs and bans meetings of more than two
4108,fear,took 3 months for trump to deal with the threat seriously to the point of calling it war i feel that causes more fear than calling it pandemic i guess i was expecting too much from someone who still calls it the chinese virus call it by it is name coronavirus or corvid 19
250,joy,xx samosa chole anaar xx love chaats the khatta meetha effect is unbelievable lipsmackingly delicious i thought due to covid19 can never binge on chaats anymore but i was wrong …
4056,fear,"""what ” are they afraid of the coronavirus ""0h i see why trump created the coronavirus"
4347,fear,this is a work of backend algorithm and a problem of misclassification by the ai model programmed an algorithm to delete everything about coronavirus (keywords glitch ) or simply facebook hacked in one way or another twitter com/eumaffchys
4558,fear,you all are scared to go out bc the corona virus but will intentionally lick the hole someone shits from interesting
4258,fear,again a commie doing pr kerala is the epicentre of corona virus situation in india they are the reason for the spread they have done piss poor job
914,sad,it appears migrants problems are overlooked by bjp modi shah not concerned about migrants bjp is government for the rich let poor go to hell bbc news coronavirus outbreak reporter's gift of shoes to migrant goes viral
4308,fear,this corona virus is making swine flu ebola sars an pneumonia look like a bitch (excuse my french)
